cumulative_return,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,calmar,positive_day_ratio,observations,strategy,sharpe_ci_low,sharpe_ci_high
-0.20827667501530311,-0.2018750130968,0.3175864867912625,-0.6433209172635977,-0.8390814689672463,-0.3773194058647418,-0.5350241995482374,0.4904214559386973,261,adaptive_exact,-2.6399000117127756,0.93754239225126
-0.22126861820353716,-0.21452398332979716,0.3114168293113701,-0.7135237390709576,-0.8907529211663795,-0.3938768760377974,-0.544647315901863,0.4942528735632184,261,adaptive_penalty_qaoa,-2.8404697722216636,0.9242188108480467
-0.20827667501530311,-0.2018750130968,0.3175864867912625,-0.6433209172635977,-0.8390814689672463,-0.3773194058647418,-0.5350241995482374,0.4904214559386973,261,adaptive_simulated_annealing,-2.6399000117127756,0.93754239225126
-0.19716642429507691,-0.19106374153868888,0.3095946574659576,-0.6246256438702764,-0.8157923229220925,-0.3646429411305704,-0.5239748805949689,0.47126436781609193,261,adaptive_xy_qaoa,-2.5896962673787036,0.9659496671525546
-0.14591218604365286,-0.1412544346743697,0.3087638620024938,-0.433864190665413,-0.6464476566501627,-0.316468420575471,-0.4463460664337709,0.4482758620689655,261,equal_weight_candidates,-2.5301734624313235,1.1731596199954488
-0.11797827792358473,-0.11415180276213688,0.22554044683330352,-0.554823363064467,-0.6384798940519737,-0.254316404748015,-0.44885741002528806,0.5402298850574713,261,equal_weight_universe,-2.1384390722809807,1.4707950469029611
-0.44343563241526696,-0.4320753362972365,0.4543170277628074,-1.0818868321099264,-1.4816255427583964,-0.560748113511248,-0.7705337314319285,0.4367816091954023,261,ewma_topk_exact,-3.2249950885559184,0.9971405752674746
-0.2069290848869343,-0.2005634095444686,0.30755151918190204,-0.669292503125863,-0.8551242402880289,-0.34997754971695894,-0.5730750721201185,0.4674329501915709,261,full_pipeline_xy_qaoa,-2.6957388772780493,0.8869273519749645
0.10320748740931474,0.09947728857097893,0.4132181814588385,0.36478893946044966,0.2114684467219431,-0.4318623382735298,0.23034490335198604,0.49808429118773945,261,liquidity_topk_exact,-1.5939365315599592,2.2626140779572363
-0.36334704914081306,-0.35335677719869796,0.47029737614996325,-0.7540697179940322,-1.1911375035810867,-0.5480951037960413,-0.6446997514690262,0.4367816091954023,261,markowitz_mean_variance,-3.0744824318783786,1.1620082345921898
-0.014912072684543753,-0.01440158422044946,0.1168624892456281,-0.31874312558891454,-0.40640913858849276,-0.12256883020488796,-0.11749793317253292,0.5095785440613027,261,minimum_variance,-2.3346583285530125,1.3402334204568231
-0.22155117812194247,-0.21479916440278835,0.28854410154376586,-0.7953337480262671,-1.0022445466319476,-0.3620696409140701,-0.5932537283725662,0.4521072796934866,261,xgboost_penalty_qaoa,-2.487984343737978,0.8068666602930483
-0.29092541250132586,-0.28246931970803857,0.309684507418422,-1.0108692918065292,-1.1784310089845862,-0.44140732322306175,-0.6399289383001353,0.4559386973180077,261,xgboost_topk_exact,-2.6822388057147415,0.560174313949616
-0.28641585135052705,-0.27806381825501636,0.30923628736506004,-0.993015668623982,-1.1609692951649593,-0.4378547945064428,-0.6350594346430636,0.4482758620689655,261,xgboost_xy_qaoa,-2.6281209778446932,0.6545293127858646
