config_id,sample,method,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_zero_rf,sortino_zero_rf,maximum_drawdown
B00_current,development,AUR,604,-0.27779365292359715,-0.12696657010434675,0.20537822210738582,-0.6182085364336241,-0.71064817449772,-0.5756144391517051
B00_current,development,QAUR,604,-0.27779365292359715,-0.12696657010434675,0.20537822210738582,-0.6182085364336241,-0.71064817449772,-0.5756144391517051
B00_current,holdout,AUR,312,0.15973093118262183,0.12714774887444413,0.14547895602251465,0.8739940975020913,1.1523994243623867,-0.13217223066661088
B00_current,holdout,QAUR,312,0.2472971797428527,0.1954025628757421,0.15280034450752616,1.2788097010220913,1.7579261496534455,-0.13217223066661088
C1_EW_X,development,AUR,604,-0.2302246087450751,-0.10342017246580137,0.1721253337175018,-0.6008422481000864,-0.7103570427661342,-0.5318473540832385
C1_EW_X,development,QAUR,604,-0.2302246087450751,-0.10342017246580137,0.1721253337175018,-0.6008422481000864,-0.7103570427661342,-0.5318473540832385
C1_EW_X,holdout,AUR,312,0.18746299041047698,0.14886782528868814,0.14328505334808891,1.0389626957602949,1.3818972301119172,-0.12737058716780048
C1_EW_X,holdout,QAUR,312,0.2364999194894184,0.18703755516967524,0.1447428563293743,1.2922057772858637,1.7429156332660447,-0.12737058716780048
C1_EW_M,development,AUR,604,-0.09675868589031,-0.041569726121509665,0.1825945715318524,-0.22766134706396846,-0.24364864160114155,-0.4463510334222601
C1_EW_M,development,QAUR,604,-0.13370724007727386,-0.058126559447402526,0.18254467259209578,-0.3184237514139288,-0.3392398133991942,-0.4616836556906787
C1_EW_M,holdout,AUR,312,0.2619687150568295,0.20674683303449126,0.1493160188972785,1.3846259400789551,1.9723400872134262,-0.13864071719566262
C1_EW_M,holdout,QAUR,312,0.2619687150568295,0.20674683303449126,0.1493160188972785,1.3846259400789551,1.9723400872134262,-0.13864071719566262
C1_IV_X,development,AUR,604,-0.15774742918791618,-0.06912114813379877,0.16238071284899233,-0.42567338768908297,-0.5028891882223181,-0.48718161780184954
C1_IV_X,development,QAUR,604,-0.15774742918791618,-0.06912114813379877,0.16238071284899233,-0.42567338768908297,-0.5028891882223181,-0.48718161780184954
C1_IV_X,holdout,AUR,312,0.18527413790450398,0.14715706384801863,0.13814042888808625,1.0652715141577935,1.3671019587374762,-0.13096078514839338
C1_IV_X,holdout,QAUR,312,0.24855810479343643,0.1963785346582223,0.14155598705005315,1.3872852625356236,1.817632666991406,-0.13096078514839338
C1_IV_M,development,AUR,604,-0.09931024005930655,-0.04270025848213188,0.17950693719528313,-0.2378752551255379,-0.2531523472001963,-0.4603343118311706
C1_IV_M,development,QAUR,604,-0.13511938469560014,-0.05876743995110867,0.1797855529983188,-0.3268752075516224,-0.3475070692859853,-0.4757086360849938
C1_IV_M,holdout,AUR,312,0.2592018746951703,0.20460941605833138,0.14589400237848765,1.402452552693156,1.9842408256676072,-0.14363263931762582
C1_IV_M,holdout,QAUR,312,0.2592018746951703,0.20460941605833138,0.14589400237848765,1.402452552693156,1.9842408256676072,-0.14363263931762582
C1_NMV_X,development,AUR,604,-0.1616145054882685,-0.0709067277352986,0.18390746335547364,-0.38555655350562584,-0.44262580871284896,-0.5199093184409588
C1_NMV_X,development,QAUR,604,-0.1616145054882685,-0.0709067277352986,0.18390746335547364,-0.38555655350562584,-0.44262580871284896,-0.5199093184409588
C1_NMV_X,holdout,AUR,312,0.14852998180441856,0.11834680856395785,0.14158683897086635,0.8358602354863612,1.1229097261986325,-0.12004766121712362
C1_NMV_X,holdout,QAUR,312,0.23546604376162406,0.18623584096319123,0.14554090712985407,1.279611654454156,1.7836855501601252,-0.12004766121712362
C1_NMV_M,development,AUR,604,-0.0885935511077387,-0.037964407631476904,0.19496509841176127,-0.19472412211593407,-0.21216453929968887,-0.4729194778322501
C1_NMV_M,development,QAUR,604,-0.16259474234040627,-0.07136010340983778,0.1933312936755891,-0.36910787722540356,-0.4002855030932374,-0.5034105999823699
C1_NMV_M,holdout,AUR,312,0.30989529145235184,0.2436296985344224,0.15844406599553126,1.5376385161770192,2.2880870968616893,-0.13793394492655164
C1_NMV_M,holdout,QAUR,312,0.30989529145235184,0.2436296985344224,0.15844406599553126,1.5376385161770192,2.2880870968616893,-0.13793394492655164
C1_NMVT_X,development,AUR,604,-0.2865475103963817,-0.1313972839248978,0.18593571314535867,-0.706681259356429,-0.8001919449808274,-0.5834195126228292
C1_NMVT_X,development,QAUR,604,-0.2865475103963817,-0.1313972839248978,0.18593571314535867,-0.706681259356429,-0.8001919449808274,-0.5834195126228292
C1_NMVT_X,holdout,AUR,312,0.1255127582448181,0.10020937448330769,0.13974605559808853,0.7170819530785981,0.9625304172461088,-0.12077065487563565
C1_NMVT_X,holdout,QAUR,312,0.21106234365704357,0.1672743511294683,0.14387671257296689,1.162622832688336,1.6200119063126286,-0.12077065487563565
C1_NMVT_M,development,AUR,604,-0.09396230810005668,-0.040332853862177775,0.19384933423887624,-0.20806289596267838,-0.2264844105355575,-0.47225903322671925
C1_NMVT_M,development,QAUR,604,-0.13427987798811414,-0.05838636907329131,0.1905186149497037,-0.3064601802228361,-0.33144101443877755,-0.47576069678441746
C1_NMVT_M,holdout,AUR,312,0.2362242473207805,0.18682379905493662,0.14965196420809565,1.248388553023951,1.783261885670147,-0.13766623557599644
C1_NMVT_M,holdout,QAUR,312,0.23622424738438386,0.18682379910425584,0.14965196422099136,1.2483885532459351,1.7832618861136673,-0.13766623546170043
C2_EW_X,development,AUR,604,-0.208213906703826,-0.09281194521266245,0.1524472034230219,-0.608813695028048,-0.682601411059643,-0.4355175451831621
C2_EW_X,development,QAUR,604,-0.20987386526888385,-0.09360593665802364,0.1525964240258202,-0.6134215611906146,-0.682626329916272,-0.43670096769289235
C2_EW_X,holdout,AUR,312,0.15633291200160415,0.12447955206669903,0.12589856029413887,0.988728955882223,1.4030651475452913,-0.11304969675800447
C2_EW_X,holdout,QAUR,312,0.1613700166171239,0.12843425587874702,0.12699684098192018,1.0113185090724537,1.4189023592660492,-0.11304969675800447
