ticker,event_type,effective_date,date,relative_observation,price_return,source_adjusted_return,research_total_return,window_status
AAA,CASH_DIVIDEND,2025-05-30,2025-06-02,1.0,-0.00395778364116095,0.037087870356849795,-0.00395778364116095,observed
AAA,CASH_DIVIDEND,2025-05-30,2025-06-03,2.0,-0.0331125827814569,-0.033112556855393493,-0.0331125827814569,observed
AAA,CASH_DIVIDEND,2025-05-30,2025-06-04,3.0,0.0,0.0,0.0,observed
AAM,CASH_DIVIDEND,2020-02-26,2020-02-21,-3.0,0.046025104602510414,0.04602515586845479,0.046025104602510414,observed
AAM,CASH_DIVIDEND,2020-02-26,2020-02-24,-2.0,0.0,0.0,0.0,observed
AAM,CASH_DIVIDEND,2020-02-26,2020-02-25,-1.0,0.0,0.0,0.0,observed
AAM,CASH_DIVIDEND,2020-02-26,2020-02-26,0.0,-0.06000000000000005,-0.06000000867662769,-0.020000000000000018,observed
AAM,CASH_DIVIDEND,2020-02-26,2020-02-27,1.0,0.02127659574468077,0.06666668512757679,0.02127659574468077,observed
AAM,CASH_DIVIDEND,2020-02-26,2020-02-28,2.0,0.0,0.0,0.0,observed
AAM,CASH_DIVIDEND,2020-02-26,2020-03-02,3.0,0.0,0.0,0.0,observed
AAM,CASH_DIVIDEND,2023-03-31,2023-03-28,-3.0,0.0,0.0,0.0,observed
AAM,CASH_DIVIDEND,2023-03-31,2023-03-29,-2.0,0.02586206896551735,0.02586209520399252,0.02586206896551735,observed
